,Name,Street,City,Location,status,sic
170672,BRIGHT DRY CLEANERS LIMITED,"FLAT 67-69 ESSEX ROAD, ",LONDON,N12SF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
170834,BRIGHT LINEN & LAUNDRY SERVICES LIMITED,"80A ASHFIELD STREET, UNIT 4",LONDON,E12BJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
171027,BRIGHT VALUE LIMITED,"283 GREEN LANES, LONDON",LONDON,N134XS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
171241,BRIGHTON CLEANING AND MAINTENANCE LTD,"24-28 EDEN STREET, ",KINGSTON UPON THAMES,KT11EP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
171443,BRIGHTWEAR SERVICES LIMITED,"270 LEE HIGH ROAD, ",LONDON,SE135PJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
172279,BRITANNIA LAUNDERETTES LTD,"320 HIGH STREET NORTH, MANOR PARK, LONDON",LONDON,E126SA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
172280,BRITANNIA LAUNDRETTE 1 LTD,"320 HIGH STREET NORTH, EAST HAM",LONDON,E126SA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
172281,BRITANNIA LAUNDRETTE 2 LTD,"119 RIPPLE ROAD, ",BARKING,IG117NY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
172282,BRITANNIA LAUNDRETTE 3 LTD,"147 CENTRAL PARK ROAD, ",EAST HAM,E63DJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
172283,BRITANNIA LAUNDRETTE 4 LTD,"126 HIGH STREET SOUTH, ",EAST HAM,E63RW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
172284,BRITANNIA LAUNDRETTE 5 LTD,"109 HIGH STREET, ",PLAISTOW,E130AD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
174357,BROMLEY DRY CLEANERS LIMITED,"THE FOLD, 114, STATION ROAD",SIDCUP,DA157AE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
174364,BROMLEY EXPRESS DRY CLEANERS LIMITED,"THE FOLD, 114 STATION ROAD",SIDCUP,DA157AE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
174510,BROMPTONS DRY CLEANERS LIMITED,"47 WINDSOR STREET, ",UXBRIDGE,UB81AB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
174511,BROMPTONS OF CHISWICK LTD,"107 STRAND ON THE GREEN, ",LONDON,W43NQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
176876,BSA CLEANING LTD,"17 CHAPMAN CRESENT, ",HARROW,HA30TG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
178007,BUCKINGHAM CLEANERS LIMITED,"43 RIDGEWAY GARDENS, ",ILFORD,IG45HL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
178018,BUCKINGHAM DRY CLEANERS LIMITED,"GABLE HOUSE, 239 REGENTS PARK ROAD",FINCHLEY,N33LF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
179682,BULLET98 LTD,"59 CAMBEYS ROAD, ",DAGENHAM,RM108YA,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
183795,BYBLOS SERVICES LIMITED,"364 FULLWELL AVENUE, ",ILFORD,IG50SD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
184368,C & C LAUNDRY SERVICES LIMITED,"SUITE 5, 207, CRANBROOK ROAD",ILFORD,IG14TD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
185396,C SMART LONDON LIMITED,"51 CHISLEHURST ROAD, ",CHISLEHURST,BR75NP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
186960,CAA DRY CLEANERS & LAUNDRETTE LTD,"347 HERTFORD ROAD, ",LONDON,N97ET,Active,96010 - Washing and (dry-)cleaning of textile and fur products
189477,CALL & HIRE LIMITED,"BATTLE HOUSE, 1 EAST BARNET ROAD",NEW BARNET,EN48RR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
190765,CAMDEN CLEANERS LIMITED,"23 NORTHWAYS PARADE, ",LONDON,NW35DN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
190791,CAMDEN DRY CLEANERS & LAUNDRY SERVICES LTD,"27 CAMDEN HIGH STREET, ",CAMDEN TOWN,NW17JE,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
190835,CAMDEN LAUNDRY SERVICES (U.K.) LTD,"5 RAVEN ROAD, ",LONDON,E181HB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
190836,CAMDEN LAUNDRY SERVICES LTD,"5 RAVEN ROAD, ",LONDON,E181HB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
191776,CAMURE LIMITED,"139 BALLARDS LANE, FINCHLEY",LONDON,N31LJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
192621,CANDY CLEANERS LTD,"FIRST FLOOR OFFICE, 114 CRANBROOK ROAD",ILFORD,IG14LZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
193108,CANONS CLEANERS LTD,"28 BUSH GROVE, ",STANMORE,HA72DZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
194334,CAPITAL EFZ LTD,"8, NORTHCOTE APARTMENTS 1A, NORTHCOTE AVENUE",LONDON,W53UQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
194619,CAPITAL LAUNDRY LTD,"UNIT 4 17 ARGALL AVENUE, LEYTON",LONDON,E107QE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
195715,CAPWORTH DRYCLEANERS LIMITED,"40 CAPWORTH STREET, ",LONDON,E107HA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
195950,CARACLEAN LTD,"44A GLOUCESTER ROAD, ",LONDON,SW74QT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
197994,CARLTON CLEANERS (UK) LTD,"16 MARESFIELD 16 MARESFIELD, PARKHILL",CROYDON,CR05UA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
197995,CARLTON CLEANERS LIMITED,"6 CATFORD BROADWAY, CATFORD",LONDON,SE64SP,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
198015,CARLTON DRYCLEANER LIMITED,"6 CATFORD BROADWAY, CATFORD",LONDON,SE64SR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
198258,CARMEN CLEANING SERVICES LTD,"381 UXBRIDGE ROAD,, ACTON",LONDON,W39SA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
198906,CARPET DUDES LIMITED,"28 CORNWALLIS GROVE, ",LONDON,N90JS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
199081,CARRERA DRYCLEANING SERVICES LIMITED,"FAIRMAN HARRIS 3RD FLOOR NORTH, 224-236 WALWORTH ROAD",LONDON,SE171JE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
199085,CARRERA OF LONDON LIMITED,"141 WOODLANDS, HARROW",MIDDLESEX,HA26EN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
200151,CASA VERDE LIMITED,"64 BAKER STREET, ",LONDON,W1U7GB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
200201,CASAMADI JOINTING ENTERPRISE LIMITED,"299A BETHNAL GREEN ROAD, ",LONDON,E26AH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
203009,CAVELL DRY CLEANERS LIMITED,"THE LONG LODGE 265-269 KINGSTON ROAD, WIMBLEDON",LONDON,SW193NW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
203087,CAVENDISH DRY CLEANERS LTD,"51 CRAVEN PARK ROAD, ",LONDON,N156AH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
206105,CELINE EXCLUSIVE DRYCLEANERS LIMITED,"9 BICKELS YARD, 151 - 153 BERMONDSEY STREET",LONDON,SE13HA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
207613,CENTRAL LINEN HIRE LIMITED,"31 RIVER ROAD, BARKING",ESSEX,IG110DA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
207624,CENTRAL LONDON ALTERATION AND TAILORING LIMITED,"11 ARGYLL STREET, ",LONDON,W1F7TH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
210707,CG PROCESSING LTD,"8 PRIESTLEY CLOSE, RAVENSDALE ROAD",LONDON,N166SJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
212214,CHANCERY DRY CLEANS LIMITED,"78 BROMLEY ROAD, ",BECKENHAM,BR35NP,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
214051,CHARLIES VALET ORGANIC DRY CLEANERS LTD,"246 CHASE ROAD, ",LONDON,N146HH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
216342,CHELSEA CLEANERS LIMITED,"162 OLD BROMPTON ROAD, ",LONDON,SW50BA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
216426,CHELSEA GREEN VALET LIMITED,"28-30 CALE STREET, ",LONDON,SW33QU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
216467,CHELSEA LAUNDRY LTD,"99 CUMBERLAND ROAD, ",LONDON,E138LH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
216639,CHELSFIELD VILLAGE DRY CLEANERS LIMITED,"31 WINDSOR DRIVE, ",ORPINGTON,BR69AE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
217700,CHESTERTON DRY CLEANING LIMITED,"C/O SIMPLY ACCOUNTS LIMITED 1ST FLOOR, RAYDEAN HOUSE, 15 WESTERN PARADE GREAT NORTH ROAD",BARNET,EN51AH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
217854,CHEVAL TAILORS LIMITED,"43 RIDGEWAY GARDENS, ",ILFORD,IG45HL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
218183,CHIC DRY CLEANERS LIMITED,"6 THE TRIANGLE, KINGSTON UPON THAMES",SURREY,KT13RU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
219912,CHIPSTEAD DRY CLEANERS LTD,"221 CHIPSTEAD VALLEY ROAD, ",COULSDON,CR53BR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
220184,CHITRAKOET LINEN SERVICES LTD,"35 BRISTOL ROAD, ",LONDON,E78HG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
220971,CHORES'R'US LONDON LIMITED,"39 GUINNESS CLOSE, ",LONDON,E97DF,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
222847,CHURCH LANE LAUNDERETTE LTD,"19 PARK GROVE, EDGWARE",MIDDLESEX,HA87SH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
222903,CHURCH STREET DRY CLEANERS LIMITED,"176 KENSINGTON CHURCH STREET, ",LONDON,W84DP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
222986,CHURCHILL DRY CLEANERS LIMITED,"C/O 10 WATERSON STREET, LONDON",LONDON,E28HE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
223637,CIMCO LIMITED,"96 FORTIS GREEN ROAD, MUSWELL HILL",LONDON,N103HN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
225666,CITIZEN DRY CLEANERS LTD,"76 EAST BARNET ROAD, ",BARNET,EN48RQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
226250,CITY DRY CLEANING LTD,"35 THIRD AVENUE, ",LONDON,E179QJ,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
226251,CITY DRYCLEANERS LIMITED,"59 PALMERSTON ROAD, ",HARROW,HA37RR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
226545,CITY LINEAN HIRE COMPANY LIMITED,"59 PALMERSTON ROAD, ",HARROW,HA37RR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
226764,CITY PRESTIGE SERVICES LTD,"121 CITY ROAD, ",LONDON,EC1V1JB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
227073,CITY WINNERS LIMITED,"337 BENSHAM LANE, THORNTON HEATH",LONDON,CR77ER,Active,96010 - Washing and (dry-)cleaning of textile and fur products
227155,CITYDIAL LIMITED,"VANTAGE, 20-24 KIRBY STREET",LONDON,EC1N8TS,Liquidation,9301 - Wash & dry clean textile & fur
227507,CIURARIU CLEANING LTD,"365E GREEN LANE, ",ILFORD,IG39TQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
228738,CLAPHAM LAUNDRY LIMITED,"188 MITCHAM ROAD, ",LONDON,SW179NJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
229148,CLARENDON TAILORS LIMITED,"40 HOMER STREET, ",LONDON,W1H4NL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230485,CLEAN & SEW LTD,"54 NEW ROAD, SEVEN KINGS",ILFORD,IG38AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230517,CLEAN BOX LTD,"3A DEVONSHIRE ROAD, CHISWICK",LONDON,W42EU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230574,CLEAN EXPRESS LINEN LTD,"149 CRICKLEWOOD LANE, ",LONDON,NW22EL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230589,CLEAN HEAVEN LIMITED,"127 HAMBROUGH ROAD, ",SOUTHALL,UB11HX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230603,CLEAN LAUNDRY & DRYCLEANERS LIMITED,"411 GREENFORD ROAD, ",GREENFORD,UB68RF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230648,CLEAN SHIRT LAUNDRY LIMITED,"OFFICE STATION YARD, PARK AVENUE",SOUTHALL,UB13AD,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
230658,CLEAN TECH DRY CLEANERS LIMITED,"213 ELTHAM HIGH STREET, ",LONDON,SE91TX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230704,CLEANCARE TEXTILES AND FABRICS LTD,"323 FULBOURNE ROAD, ",LONDON,E174HL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230737,CLEANER THE BETTA LIMITED,"321 LEY STREET, ",ILFORD,IG14AA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230745,CLEANERS FOR CAUSES LIMITED,"FIRST FLOOR 2 WOODBERRY GROVE, NORTH FINCHLEY",LONDON,N120DR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230754,CLEANEX DRY CLEANERS & LAUNDRETTE LIMITED,"125 LOWER CLAPTON ROAD, ",LONDON,E50NP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230756,CLEANFAB LIMITED,"196 BEXLEY ROAD, ",LONDON,SE92PH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230757,CLEANFARE CENTRE LTD,"FRANCIS HOUSE, 2 PARK ROAD",BARNET,EN55RN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230776,CLEANING ATTIRE CARE GROUP LTD,"73 PORTWAY, ",LONDON,E153QJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230782,CLEANING CARE LIMITED,"6TH FLOOR, 25 FARRINGDON STREET",LONDON,EC4A4AB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230895,CLEANTRACE LIMITED,"3 CHESTER COURT, ALBANY STREET",LONDON,NW14BU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
230904,CLEANWELL DRY CLEANERS LIMITED,"112 HIGH STREET SOUTH, ",LONDON,E63RL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
231570,CLEEN FINISH 2. LTD,"147 CRANBROOK ROAD, ",ILFORD,IG14PU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
231571,CLEEN FINISH LTD,"147 CRANBROOK ROAD, ILFORD",ESSEX,IG14PU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
232172,CLICK DRYCLEAN BIZGUEST LIMITED,"FLAT 30, PRESCOT STREET",LONDON,E18RJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
232173,CLICK DRYCLEAN LIMITED,"46 NOVA ROAD, ",CROYDON,CR02TL,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
233319,CLOCK TOWER LAUNDRY SERVICES LIMITED,"27 BROADWAY PARADE, ",LONDON,N89DB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
233657,CLOTH CARE LIMITED,"192 GREEN LANE, ",ILFORD,IG11YQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
233670,CLOTHES CARE CENTRE LTD,"FIRST FLOOR 10 HAMPDEN SQUARE, SOUTHGATE",LONDON,N145JR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
233684,CLOTHING CARE LTD,"358 BARKING ROAD, ",LONDON,E138HL,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
233685,CLOTHING CARE RRD LTD,"423 ROMAN ROAD, ",LONDON,E35QS,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
235628,CMS DRY CLEANERS & LAUNDRETTE LTD,"155A WEST GREEN ROAD, ",LONDON,N155EA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
237481,CODESTAR LTD,"C/O PENROSE& CO, SUITE 1 EXCELSIOR HOUSE",3-5 BALFOUR ROAD ILFORD,IG14HP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
238457,COIN LAUNDRY LIMITED,"1 FORTESS ROAD, ",CAMDEN,NW51AA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
240930,COMET CLEANERS LIMITED,"22 LONDON ROAD, ",BROMLEY,BR13QR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
242162,COMMUNITY LAUNDERETTES LIMITED,"WYCHWOOD, MILESPIT HILL",LONDON,NW72RZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
249228,COOMBE DRY CLEANERS LTD,"271 COOMBE LANE, ",LONDON,SW200RH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
251041,CORNER LAUNDRETTE LIMITED,"234 ST. PAULS ROAD, ",LONDON,N12LJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
251341,CORNWALL DRY CLEANERS LIMITED,"23 HAVEN LANE, EALING",LONDON,W52HZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
251495,CORPCROFT LIMITED,"9 GREEN CLOSE, ",LONDON,NW98AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
252655,COSMOPOLITAN DRY CLEANERS LIMITED,"24A ALDERMANS HILL, ",PALMERS GREEN,N134PN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
254640,COWLEY LAUNDRY LIMITED,"32 HIGH ROAD, COWLEY",UXBRIDGE,UB82HL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
256521,CRAVEN PARK LAUNDRY LIMITED,"116 CRAVEN PARK ROAD, HARLESDEN",LONDON,NW108QD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
256538,CRAVEN TERRACE CO LTD,"205 CRESCENT ROAD, NEW BARNET",HERTFORDSHIRE,EN48SB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
257039,CREASES DRYCLEANERS LTD,"275 LONDON ROAD, ",ROMFORD,RM79NJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
258716,CRESCENT DRYCLEANERS LIMITED,"32 32 SALUSBURY ROAD, ",LONDON,NW66NL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
259237,CREWDENE LIMITED,"79 WINGLETYE LANE, ",HORNCHURCH,RM113AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
259651,CRISP & CLEAN LIMITED,"283-285 GREEN LANES, PALMERS GREEN",LONDON,N134XS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
259695,CRISPUS A CLEANING COMPANY LIMITED,"141 MORDEN ROAD, MITCHAM, SURRAY, ACCESS NO, 9107",LONDON,CR44DG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
259700,CRISPY CLEAN LIMITED,"FIRST FLOOR, WINSTON HOUSE, 349 REGENTS PARK ROAD",LONDON,N31DH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
261377,CROWN DRY CLEANERS LIMITED,"SOUTHGATE OFFICE VILLAGE, 286A CHASE ROAD",SOUTHGATE,N146HF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
261378,CROWN DRYCLEANERS (WHITTON) LIMITED,"13 HIGH STREET, WHITTON",TWICKENHAM,TW27LA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
261481,CROWN LINEN HIRE LTD,"6-7 LYON BUSINESS PARK LYON BUSINESS PARK, RIVER ROAD",BARKING,IG110JS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
261544,CROWN PREMIER DRY CLEANERS LTD,"10 WATERSON STREET, ",LONDON,E28HE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
261598,CROWN TAILORING & DRY CLEANING LTD,"UNIT B CROWN ARCADE, UNION STREET",KINGSTON UPON THAMES,KT11RP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
262265,CRUMZ'S LTD,"5 STRATFORD ROAD, ",KENSINGTON,W86RQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
262900,CRYSTAL CLEAN LONDON LIMITED,"48 STANLEY AVENUE, ",WEMBLEY,HA04JB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
262965,CRYSTAL DOMESTIC CLEANING SERVICE LTD,"413 WESTFERRY ROAD, ",LONDON,E143AE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
262967,CRYSTAL DRY CLEANERS AND LAUNDRY LIMITED,"87 CAMBERWELL ROAD, ",LONDON,SE50EZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
262968,CRYSTAL DRY CLEANERS LTD,"UNIT 4., 37 WAPPING HIGH STREET",LONDON,E1W1NR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
263057,CRYSTAL LAUNDRY SERVICES LIMITED,"UNIT 1, MITRE BRIDGE INDUSTRIAL PARK",MITRE WAY,W106AU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
263062,CRYSTAL LINEN & TEXTILE LIMITED,"UNIT 2 NORBURY TRADING ESTATE, CRAIGNISH AVENUE",NORBURY,SW164RW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
263244,CRYSTALLINE DRY CLEANERS LIMITED,"450 FINCHLEY ROAD, CHILDS HILL",LONDON,NW22HY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
263716,CSM DRY CLEANERS LIMITED,"66 CROYDON ROAD, CONEY HALL",WEST WICKHAM,BR49HU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
264005,CTB DRY CLEANERS LIMITED,"321 LEY STREET, ",ILFORD,IG14AA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
264853,CUFFLEY SERVICE CENTRE LTD,"FLOOR 2 555-557 CRANBROOK ROAD, ",ILFORD,IG26HE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
